Src,Eqid,Version,Datetime,Lat,Lon,Magnitude,Depth,NST,Region
nc,71797726,2,"Thursday, June  7, 2012 00:22:28 UTC",35.6658,-121.3845,1.3,7.60,14,"offshore Central California"
uw,60425821,2,"Thursday, June  7, 2012 00:10:42 UTC",43.3452,-122.4478,1.2,8.70,24,"Oregon"
ci,15160273,2,"Thursday, June  7, 2012 00:02:41 UTC",34.0865,-117.2772,1.8,15.50,94,"Greater Los Angeles area, California"
us,b000a94r,2,"Thursday, June  7, 2012 00:02:31 UTC",-22.8237,-174.6739,5.1,30.80,160,"Tonga region"
ak,10488150,2,"Wednesday, June  6, 2012 23:33:43 UTC",60.0254,-153.3845,2.4,147.20,41,"Southern Alaska"
ak,10489040,2,"Wednesday, June  6, 2012 23:27:36 UTC",62.6534,-152.7836,1.1,2.60, 8,"Central Alaska"
ak,10489039,2,"Wednesday, June  6, 2012 23:08:50 UTC",62.6356,-137.5688,1.5,5.00, 5,"Southern Yukon Territory, Canada"
ak,10488005,2,"Wednesday, June  6, 2012 23:07:47 UTC",65.0168,-147.3314,1.2,0.00, 6,"northern Alaska"
ci,15160265,2,"Wednesday, June  6, 2012 23:02:19 UTC",35.0343,-117.6903,1.5,0.00,13,"Southern California"
se,060612b,A,"Wednesday, June  6, 2012 22:40:07 UTC",35.6768,-84.0390,2.1,8.70,10,"eastern Tennessee"
nc,71797711,2,"Wednesday, June  6, 2012 22:34:25 UTC",40.3503,-122.0658,2.0,12.10,27,"Northern California"
ak,10487978,2,"Wednesday, June  6, 2012 22:14:02 UTC",63.4604,-144.9178,1.2,6.10,12,"Central Alaska"
nc,71797696,3,"Wednesday, June  6, 2012 22:08:50 UTC",38.8135,-122.8110,1.3,3.90,52,"Northern California"
ak,10489035,2,"Wednesday, June  6, 2012 22:07:14 UTC",52.4763,-172.9473,1.8,109.30, 6,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10487966,2,"Wednesday, June  6, 2012 22:05:44 UTC",63.1898,-147.7480,1.1,3.70,14,"Central Alaska"
ak,10489033,2,"Wednesday, June  6, 2012 21:31:16 UTC",61.0027,-150.8981,1.1,15.00,10,"Southern Alaska"
nn,00378729,9,"Wednesday, June  6, 2012 20:59:27 UTC",37.1474,-116.3687,1.9,8.00,28,"Nevada"
ak,10487915,2,"Wednesday, June  6, 2012 20:51:11 UTC",63.9346,-148.9485,1.9,0.00,17,"Central Alaska"
ak,10489031,2,"Wednesday, June  6, 2012 20:46:09 UTC",59.4876,-153.0293,1.8,101.30,23,"Southern Alaska"
uu,06062043,2,"Wednesday, June  6, 2012 20:43:17 UTC",41.1380,-112.9150,1.5,2.30,14,"Utah"
ci,15160137,2,"Wednesday, June  6, 2012 20:29:43 UTC",36.0838,-117.8908,1.4,1.70,35,"Central California"
nn,00378723,9,"Wednesday, June  6, 2012 20:16:02 UTC",38.2732,-117.8570,1.8,14.90,10,"Nevada"
ak,10487883,2,"Wednesday, June  6, 2012 20:00:19 UTC",60.6057,-151.9156,1.5,80.10,18,"Kenai Peninsula, Alaska"
ak,10489028,2,"Wednesday, June  6, 2012 19:49:55 UTC",59.9504,-152.9394,1.4,100.50,15,"Southern Alaska"
uu,06061933,2,"Wednesday, June  6, 2012 19:33:32 UTC",41.1355,-112.9118,1.6,0.50,20,"Utah"
ak,10489027,2,"Wednesday, June  6, 2012 19:28:16 UTC",60.1422,-151.4242,1.2,62.10,13,"Kenai Peninsula, Alaska"
ak,10487870,2,"Wednesday, June  6, 2012 19:22:05 UTC",63.0823,-150.4074,1.8,98.50,35,"Central Alaska"
ak,10487869,2,"Wednesday, June  6, 2012 19:07:43 UTC",61.1982,-146.9908,1.7,0.00, 6,"Southern Alaska"
ak,10487864,2,"Wednesday, June  6, 2012 19:05:45 UTC",60.1105,-141.5458,1.2,0.00, 7,"Southern Alaska"
ak,10487860,2,"Wednesday, June  6, 2012 19:04:30 UTC",64.5108,-153.2005,2.0,11.00,12,"Central Alaska"
ak,10489021,2,"Wednesday, June  6, 2012 18:54:40 UTC",52.2565,-169.0615,2.0,13.00, 8,"Fox Islands, Aleutian Islands, Alaska"
hv,60356421,1,"Wednesday, June  6, 2012 18:53:36 UTC",19.4615,-155.2595,2.6,8.30,66,"Island of Hawaii, Hawaii"
ak,10487835,2,"Wednesday, June  6, 2012 18:19:06 UTC",58.9818,-152.9296,2.4,67.00,44,"Kodiak Island region, Alaska"
ci,15160089,3,"Wednesday, June  6, 2012 18:04:21 UTC",35.0912,-118.3133,2.1,0.00, 9,"Southern California"
ak,10487827,2,"Wednesday, June  6, 2012 17:57:44 UTC",63.2992,-151.2237,1.1,5.00,18,"Central Alaska"
ak,10489016,2,"Wednesday, June  6, 2012 17:08:29 UTC",57.1263,-156.8783,1.9,98.10,16,"Alaska Peninsula"
us,b000a8pg,7,"Wednesday, June  6, 2012 16:55:57 UTC",1.4651,126.3482,5.0,7.90,62,"Molucca Sea"
ak,10489015,2,"Wednesday, June  6, 2012 16:46:09 UTC",53.4226,-165.8067,1.5,22.80,13,"Fox Islands, Aleutian Islands, Alaska"
pr,12158003,0,"Wednesday, June  6, 2012 16:43:33 UTC",18.5529,-64.2470,2.8,69.00, 6,"Virgin Islands region"
ak,10487720,2,"Wednesday, June  6, 2012 16:27:14 UTC",52.7078,-169.4975,3.2,4.80,24,"Fox Islands, Aleutian Islands, Alaska"
us,b000a8ne,5,"Wednesday, June  6, 2012 16:16:19 UTC",51.6665,96.2028,4.7,14.20,28,"southwestern Siberia, Russia"
pr,12158004,0,"Wednesday, June  6, 2012 16:15:44 UTC",19.0049,-65.7559,2.8,75.00, 5,"Puerto Rico region"
ak,10487684,3,"Wednesday, June  6, 2012 16:01:42 UTC",52.2655,-171.9487,2.1,109.20,12,"Fox Islands, Aleutian Islands, Alaska"
nc,71797626,4,"Wednesday, June  6, 2012 16:01:03 UTC",36.6337,-121.2507,2.4,4.90,85,"Central California"
ak,10487682,2,"Wednesday, June  6, 2012 15:53:15 UTC",51.4040,-175.8701,1.4,69.40, 9,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10487678,2,"Wednesday, June  6, 2012 15:51:04 UTC",57.1405,-156.9017,2.7,91.80,37,"Alaska Peninsula"
us,b000a8m4,5,"Wednesday, June  6, 2012 15:38:29 UTC",-1.1658,27.1144,4.8,14.00,58,"Democratic Republic of the Congo"
ak,10487672,2,"Wednesday, June  6, 2012 15:24:33 UTC",51.9018,-175.3682,1.5,94.10,10,"Andreanof Islands, Aleutian Islands, Alaska"
hv,60356381,1,"Wednesday, June  6, 2012 15:11:40 UTC",19.4562,-154.8832,2.3,1.70,13,"Hawaii region, Hawaii"
pr,12158002,0,"Wednesday, June  6, 2012 15:10:05 UTC",18.1439,-65.0019,1.4,23.00, 3,"Virgin Islands region"
ak,10487659,2,"Wednesday, June  6, 2012 15:08:35 UTC",59.9388,-153.3781,2.6,153.50,52,"Southern Alaska"
ci,15160049,2,"Wednesday, June  6, 2012 15:04:18 UTC",36.0822,-117.8875,1.3,2.00,29,"Central California"
ak,10487655,2,"Wednesday, June  6, 2012 14:51:18 UTC",59.3695,-152.9141,1.9,76.30,35,"Southern Alaska"
ak,10489005,2,"Wednesday, June  6, 2012 14:44:57 UTC",59.9742,-152.6543,1.6,100.30,12,"Southern Alaska"
ci,15160041,3,"Wednesday, June  6, 2012 14:37:43 UTC",33.2930,-116.7247,1.0,17.40,44,"Southern California"
ak,10487650,2,"Wednesday, June  6, 2012 14:21:16 UTC",51.9078,-174.3811,1.8,168.20,10,"Andreanof Islands, Aleutian Islands, Alaska"
us,b000a8j4,6,"Wednesday, June  6, 2012 14:04:16 UTC",51.7294,96.0584,5.1,17.80,300,"southwestern Siberia, Russia"
ak,10489003,2,"Wednesday, June  6, 2012 13:56:34 UTC",53.1259,-166.9759,1.6,25.50,10,"Fox Islands, Aleutian Islands, Alaska"
ak,10487635,2,"Wednesday, June  6, 2012 13:34:47 UTC",63.8423,-149.2716,2.4,115.00,55,"Central Alaska"
ak,10487626,2,"Wednesday, June  6, 2012 13:20:54 UTC",62.6919,-149.3243,2.2,67.80,54,"Central Alaska"
ak,10487623,2,"Wednesday, June  6, 2012 13:14:52 UTC",61.9551,-150.7253,1.2,64.40,23,"Southern Alaska"
ak,10487616,2,"Wednesday, June  6, 2012 12:21:04 UTC",64.5698,-150.8492,2.3,16.70,34,"Central Alaska"
ci,15160017,2,"Wednesday, June  6, 2012 12:17:53 UTC",32.1860,-115.2013,2.7,5.10,10,"Baja California, Mexico"
nc,71797581,2,"Wednesday, June  6, 2012 12:11:14 UTC",37.5107,-118.8340,1.0,8.00,30,"Central California"
nn,00378672,9,"Wednesday, June  6, 2012 12:08:16 UTC",36.7016,-116.3177,1.7,9.90,13,"Nevada"
nc,71797571,2,"Wednesday, June  6, 2012 12:02:58 UTC",36.5535,-121.1238,1.9,4.40,35,"Central California"
us,b000a8hk,5,"Wednesday, June  6, 2012 11:40:03 UTC",-20.0874,-178.0289,4.5,528.60,34,"Fiji region"
ak,10487608,2,"Wednesday, June  6, 2012 11:38:22 UTC",63.1931,-152.2243,1.4,3.60,14,"Central Alaska"
hv,60356346,1,"Wednesday, June  6, 2012 11:35:37 UTC",19.4338,-155.3192,1.8,8.10,10,"Island of Hawaii, Hawaii"
ak,10488995,2,"Wednesday, June  6, 2012 11:23:48 UTC",58.4790,-136.8077,1.6,2.70, 8,"Southeastern Alaska"
pr,12158001,0,"Wednesday, June  6, 2012 11:16:40 UTC",18.4260,-67.0719,2.7,112.00,11,"Puerto Rico"
nc,71797546,2,"Wednesday, June  6, 2012 10:29:09 UTC",38.8592,-122.8503,1.4,1.90,48,"Northern California"
hv,60356331,1,"Wednesday, June  6, 2012 10:18:44 UTC",19.3765,-155.0913,1.8,3.20, 9,"Island of Hawaii, Hawaii"
ak,10488993,2,"Wednesday, June  6, 2012 10:17:46 UTC",59.4161,-153.1094,1.8,107.40,16,"Southern Alaska"
ak,10487591,2,"Wednesday, June  6, 2012 10:17:04 UTC",62.4911,-148.2428,2.8,5.40,71,"Central Alaska"
ak,10487589,2,"Wednesday, June  6, 2012 10:09:53 UTC",63.2341,-151.0776,1.3,12.90,24,"Central Alaska"
ak,10487586,2,"Wednesday, June  6, 2012 09:47:01 UTC",61.2837,-147.5136,1.4,0.00,11,"Southern Alaska"
ak,10487583,2,"Wednesday, June  6, 2012 09:38:39 UTC",61.9654,-149.8407,1.2,31.90,26,"Southern Alaska"
us,b000a8g0,3,"Wednesday, June  6, 2012 09:35:34 UTC",-27.4088,-63.3620,4.4,573.90,202,"Santiago del Estero, Argentina"
ak,10488988,2,"Wednesday, June  6, 2012 09:00:44 UTC",51.5115,-176.3282,1.0,26.00, 9,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10488987,2,"Wednesday, June  6, 2012 08:55:32 UTC",59.6249,-135.9483,1.2,4.20, 9,"Southeastern Alaska"
ak,10488986,2,"Wednesday, June  6, 2012 08:46:58 UTC",52.3210,-173.4930,2.2,163.00,16,"Andreanof Islands, Aleutian Islands, Alaska"
ci,15159985,2,"Wednesday, June  6, 2012 08:39:52 UTC",32.1083,-115.7592,2.4,5.30,19,"Baja California, Mexico"
ak,10488985,2,"Wednesday, June  6, 2012 08:33:51 UTC",52.1950,-170.0254,2.3,19.90, 7,"Fox Islands, Aleutian Islands, Alaska"
us,b000a8dy,A,"Wednesday, June  6, 2012 08:15:47 UTC",17.4881,-101.0067,4.3,42.30,148,"Guerrero, Mexico"
ak,10487577,2,"Wednesday, June  6, 2012 08:07:29 UTC",61.9574,-150.4357,1.2,51.50,19,"Southern Alaska"
nc,71797486,3,"Wednesday, June  6, 2012 08:03:03 UTC",38.8202,-122.7928,2.2,3.50,62,"Northern California"
ak,10488982,2,"Wednesday, June  6, 2012 08:00:49 UTC",52.4121,179.2961,2.2,17.00,10,"Rat Islands, Aleutian Islands, Alaska"
us,b000a8ii,3,"Wednesday, June  6, 2012 07:58:13 UTC",54.1510,-10.9040,4.0,3.00, 0,"Ireland"
us,b000a8dq,6,"Wednesday, June  6, 2012 07:55:51 UTC",18.7445,145.4521,4.6,246.00,119,"Pagan region, Northern Mariana Islands"
ak,10488981,2,"Wednesday, June  6, 2012 07:48:03 UTC",51.8408,-173.5035,1.4,13.90, 7,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10487565,2,"Wednesday, June  6, 2012 07:18:47 UTC",60.1607,-151.1698,1.6,60.50,35,"Kenai Peninsula, Alaska"
ak,10487562,2,"Wednesday, June  6, 2012 07:08:27 UTC",61.8430,-149.2802,1.1,10.60,22,"Southern Alaska"
ak,10487549,2,"Wednesday, June  6, 2012 06:59:24 UTC",61.7585,-151.9531,2.3,108.00,51,"Southern Alaska"
ak,10487544,2,"Wednesday, June  6, 2012 06:54:04 UTC",61.3873,-151.0852,2.3,69.50,47,"Southern Alaska"
nc,71797461,2,"Wednesday, June  6, 2012 06:42:06 UTC",38.7570,-122.7063,1.1,2.00,29,"Northern California"
ak,10487538,2,"Wednesday, June  6, 2012 06:40:41 UTC",61.2817,-149.6821,1.3,32.20,26,"Southern Alaska"
ak,10487537,3,"Wednesday, June  6, 2012 06:35:10 UTC",51.1448,-179.5304,2.1,21.60, 7,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10488968,2,"Wednesday, June  6, 2012 06:31:02 UTC",59.5835,-152.7837,1.5,92.00,23,"Southern Alaska"
ak,10487536,2,"Wednesday, June  6, 2012 06:17:36 UTC",60.8372,-147.3416,1.1,38.30,16,"Southern Alaska"
nc,71797456,4,"Wednesday, June  6, 2012 06:15:36 UTC",35.5585,-120.7818,2.2,4.60,89,"Central California"
ak,10487530,2,"Wednesday, June  6, 2012 05:57:41 UTC",61.5597,-146.4152,1.2,29.90,22,"Southern Alaska"
ci,15159961,3,"Wednesday, June  6, 2012 05:44:33 UTC",32.3973,-115.5065,2.3,19.80,15,"Baja California, Mexico"
ak,10487527,2,"Wednesday, June  6, 2012 05:32:01 UTC",63.2449,-151.8196,1.0,2.00, 8,"Central Alaska"
ak,10488963,2,"Wednesday, June  6, 2012 05:29:09 UTC",54.4715,-161.4899,1.9,13.20, 5,"Alaska Peninsula"
nc,71797441,3,"Wednesday, June  6, 2012 05:13:35 UTC",38.8120,-122.7943,1.2,3.70,49,"Northern California"
nc,71797436,3,"Wednesday, June  6, 2012 05:00:38 UTC",38.8157,-122.7930,1.3,3.50,50,"Northern California"
nc,71797426,2,"Wednesday, June  6, 2012 04:15:51 UTC",40.3550,-122.0688,1.2,11.00,18,"Northern California"
us,b000a89z,9,"Wednesday, June  6, 2012 04:08:31 UTC",44.4340,12.3540,4.5,10.00, 0,"northern Italy"
ak,10487513,2,"Wednesday, June  6, 2012 03:58:08 UTC",59.9981,-141.4186,1.9,7.70,40,"Southeastern Alaska"
ci,15159945,2,"Wednesday, June  6, 2012 03:56:33 UTC",35.9317,-117.6520,1.1,2.20,22,"Central California"
pr,12158000,0,"Wednesday, June  6, 2012 03:43:54 UTC",19.2373,-67.1484,2.9,27.00, 9,"Puerto Rico region"
nc,71797406,3,"Wednesday, June  6, 2012 03:24:08 UTC",37.4387,-121.7893,1.8,6.90,55,"San Francisco Bay area, California"
nc,71797411,3,"Wednesday, June  6, 2012 03:20:48 UTC",37.1575,-118.6643,1.4,6.30,37,"Central California"
us,b000a88x,8,"Wednesday, June  6, 2012 02:24:47 UTC",-10.7354,161.3651,5.0,33.30,105,"Solomon Islands"
nn,00378661,9,"Wednesday, June  6, 2012 02:21:49 UTC",38.5654,-119.6200,1.1,5.90,13,"Northern California"
nn,00378660,9,"Wednesday, June  6, 2012 02:11:15 UTC",38.7053,-118.8452,1.3,12.30,12,"Nevada"
ak,10487492,2,"Wednesday, June  6, 2012 02:04:04 UTC",60.4375,-143.4960,1.2,12.00,25,"Southern Alaska"
ak,10487491,2,"Wednesday, June  6, 2012 02:02:43 UTC",61.0313,-152.3594,1.7,113.90,28,"Southern Alaska"
nc,71797371,3,"Wednesday, June  6, 2012 01:39:51 UTC",38.8005,-122.8132,1.0,3.60,44,"Northern California"
ci,15159921,E,"Wednesday, June  6, 2012 01:31:41 UTC",35.7902,-116.2713,3.0,11.40,30,"Southern California"
nc,71797356,3,"Wednesday, June  6, 2012 01:15:46 UTC",38.8348,-122.8117,1.6,2.30,53,"Northern California"
us,b000a87y,C,"Wednesday, June  6, 2012 01:08:33 UTC",22.3864,121.4447,5.5,8.00,309,"Taiwan region"
ak,10487466,2,"Wednesday, June  6, 2012 00:59:07 UTC",61.6473,-150.1383,1.3,55.80,23,"Southern Alaska"
nc,71797351,2,"Wednesday, June  6, 2012 00:28:37 UTC",38.1080,-122.8390,1.3,9.30,11,"Northern California"
uw,60425301,1,"Wednesday, June  6, 2012 00:08:04 UTC",49.4867,-120.5142,2.3,0.00,12,"British Columbia, Canada"
nc,71797341,3,"Wednesday, June  6, 2012 00:02:13 UTC",36.2813,-120.8602,2.6,9.60,104,"Central California"
nc,71797336,3,"Tuesday, June  5, 2012 23:57:12 UTC",38.8362,-122.7730,2.1,2.50,65,"Northern California"
ci,15159905,2,"Tuesday, June  5, 2012 23:53:34 UTC",32.3300,-115.3642,2.1,10.00,13,"Baja California, Mexico"
ak,10487249,1,"Tuesday, June  5, 2012 23:49:32 UTC",58.6928,-150.2572,3.1,0.20,30,"Gulf of Alaska"
ci,15159889,2,"Tuesday, June  5, 2012 23:27:05 UTC",35.0485,-117.6643,1.3,0.00,11,"Southern California"
nc,71797316,2,"Tuesday, June  5, 2012 23:23:09 UTC",38.3780,-122.1977,1.4,7.70,13,"Northern California"
us,b000a85n,7,"Tuesday, June  5, 2012 23:22:59 UTC",-18.7047,168.9611,5.0,226.80,133,"Vanuatu"
us,b000a85b,4,"Tuesday, June  5, 2012 23:08:16 UTC",-58.0174,-25.6006,4.7,71.30,78,"South Sandwich Islands region"
us,b000a856,7,"Tuesday, June  5, 2012 23:05:47 UTC",48.2281,154.3180,4.5,77.20,31,"Kuril Islands"
hv,60356151,1,"Tuesday, June  5, 2012 23:00:57 UTC",19.5318,-155.9337,1.9,9.80,16,"Island of Hawaii, Hawaii"
ci,15159873,2,"Tuesday, June  5, 2012 22:54:32 UTC",34.9455,-116.7225,2.4,2.40,53,"Southern California"
ak,10487139,1,"Tuesday, June  5, 2012 22:51:13 UTC",64.1036,-148.9298,1.9,14.00,15,"Central Alaska"
ak,10487138,1,"Tuesday, June  5, 2012 22:48:48 UTC",61.6807,-147.2515,1.3,22.20,11,"Southern Alaska"
nc,71797296,3,"Tuesday, June  5, 2012 21:44:31 UTC",38.7805,-122.7595,1.8,1.50,57,"Northern California"
nc,71797281,1,"Tuesday, June  5, 2012 21:39:33 UTC",38.8283,-122.7507,1.6,0.90,26,"Northern California"
ci,15159833,2,"Tuesday, June  5, 2012 21:28:09 UTC",33.7082,-116.7512,1.0,18.60,40,"Southern California"
nc,71797266,0,"Tuesday, June  5, 2012 21:26:12 UTC",38.8352,-122.8025,1.2,1.90,20,"Northern California"
ci,15159825,2,"Tuesday, June  5, 2012 21:05:43 UTC",37.1528,-117.3578,1.2,9.30, 8,"Nevada"
ak,10487022,1,"Tuesday, June  5, 2012 21:03:48 UTC",63.5490,-147.5261,1.4,9.80, 9,"Central Alaska"
nc,71797256,1,"Tuesday, June  5, 2012 20:50:41 UTC",38.8247,-122.7937,1.6,3.10,29,"Northern California"
nc,71797246,2,"Tuesday, June  5, 2012 20:42:42 UTC",38.5970,-122.8050,1.5,8.40,41,"Northern California"
hv,60356091,1,"Tuesday, June  5, 2012 20:42:16 UTC",19.3843,-155.2643,2.3,3.90,19,"Island of Hawaii, Hawaii"
hv,60356086,1,"Tuesday, June  5, 2012 20:42:07 UTC",19.3628,-155.2123,2.7,13.60,14,"Island of Hawaii, Hawaii"
hv,60356081,1,"Tuesday, June  5, 2012 20:41:06 UTC",19.3790,-155.2410,2.4,3.60,24,"Island of Hawaii, Hawaii"
nc,71797236,3,"Tuesday, June  5, 2012 20:35:44 UTC",40.4830,-124.2007,2.4,21.00,29,"Northern California"
ak,10486994,1,"Tuesday, June  5, 2012 20:27:06 UTC",62.1264,-150.3133,1.3,16.70, 5,"Central Alaska"
ak,10486989,1,"Tuesday, June  5, 2012 20:25:53 UTC",61.7117,-151.4530,2.0,94.60,22,"Southern Alaska"
ci,15159809,2,"Tuesday, June  5, 2012 20:18:14 UTC",32.1250,-115.7232,2.9,6.00,15,"Baja California, Mexico"
ak,10486981,1,"Tuesday, June  5, 2012 20:16:38 UTC",62.4700,-150.0929,1.6,28.00,14,"Central Alaska"
nc,71797226,2,"Tuesday, June  5, 2012 20:12:58 UTC",38.5882,-122.7592,1.6,11.10,45,"Northern California"
hv,60355991,1,"Tuesday, June  5, 2012 20:05:07 UTC",20.1627,-155.5673,3.2,39.90,70,"Hawaii region, Hawaii"
hv,60355981,1,"Tuesday, June  5, 2012 19:53:57 UTC",19.3925,-155.2507,3.0,2.80,37,"Island of Hawaii, Hawaii"
us,b000a7vg,8,"Tuesday, June  5, 2012 19:31:34 UTC",34.9517,141.1781,5.8,17.20,164,"off the east coast of Honshu, Japan"
ci,15159729,2,"Tuesday, June  5, 2012 19:01:16 UTC",35.0465,-117.6725,1.3,0.00,11,"Southern California"
nc,71797206,1,"Tuesday, June  5, 2012 18:59:24 UTC",38.8147,-122.8132,1.1,3.60,27,"Northern California"
ak,10486918,1,"Tuesday, June  5, 2012 18:30:30 UTC",62.7827,-148.8436,1.9,0.70,19,"Central Alaska"
nc,71797186,2,"Tuesday, June  5, 2012 18:30:15 UTC",37.9878,-122.4540,1.2,0.00,12,"San Francisco Bay area, California"
ak,10486911,1,"Tuesday, June  5, 2012 18:15:31 UTC",61.8552,-147.6862,1.2,36.20, 8,"Southern Alaska"
nc,71797171,4,"Tuesday, June  5, 2012 18:00:56 UTC",39.6027,-121.5750,1.8,0.00,10,"Northern California"
nc,71797161,3,"Tuesday, June  5, 2012 17:28:12 UTC",40.4017,-124.6468,2.6,23.70,39,"offshore Northern California"
ak,10486882,1,"Tuesday, June  5, 2012 17:27:06 UTC",61.4915,-151.8176,2.5,89.70,39,"Southern Alaska"
nn,00378559,9,"Tuesday, June  5, 2012 16:54:57 UTC",37.3728,-117.0910,1.0,2.30, 9,"Nevada"
pr,12157007,0,"Tuesday, June  5, 2012 16:51:52 UTC",18.5720,-65.5975,2.6,27.60,12,"Puerto Rico region"
nc,71797131,2,"Tuesday, June  5, 2012 16:45:52 UTC",36.6455,-121.2575,1.2,4.60,22,"Central California"
us,2012blau,5,"Tuesday, June  5, 2012 16:29:48 UTC",41.4915,46.7869,4.2,38.30,12,"Azerbaijan"
uu,06051601,2,"Tuesday, June  5, 2012 16:01:18 UTC",39.6257,-110.3853,1.6,1.80, 7,"Utah"
ci,15159657,2,"Tuesday, June  5, 2012 15:55:23 UTC",34.3385,-116.8543,1.1,0.00, 6,"Southern California"
nc,71797076,0,"Tuesday, June  5, 2012 15:50:36 UTC",38.8350,-122.8078,1.2,1.60, 7,"Northern California"
ci,15159649,2,"Tuesday, June  5, 2012 15:49:38 UTC",33.8280,-116.7090,1.8,12.20,59,"Southern California"
nc,71797066,1,"Tuesday, June  5, 2012 15:28:49 UTC",38.8117,-122.7910,1.1,3.30,31,"Northern California"
uu,06051430,2,"Tuesday, June  5, 2012 14:30:45 UTC",36.8957,-112.9588,1.5,25.90,12,"Arizona"
ak,10486813,1,"Tuesday, June  5, 2012 14:28:32 UTC",63.0768,-150.7084,1.8,129.30,15,"Central Alaska"
ak,10486810,1,"Tuesday, June  5, 2012 14:22:38 UTC",60.3927,-150.9256,2.7,12.30,27,"Kenai Peninsula, Alaska"
pr,12157008,0,"Tuesday, June  5, 2012 13:55:04 UTC",18.4004,-64.1364,2.9,83.00, 8,"Virgin Islands region"
ci,15159561,2,"Tuesday, June  5, 2012 13:50:31 UTC",33.3267,-116.3632,1.4,12.60,58,"Southern California"
ci,15159553,2,"Tuesday, June  5, 2012 13:49:35 UTC",33.3240,-116.3670,1.7,12.40,84,"Southern California"
nc,71797046,3,"Tuesday, June  5, 2012 13:37:37 UTC",35.9893,-120.5613,1.4,4.70,49,"Central California"
nc,71797036,4,"Tuesday, June  5, 2012 13:24:52 UTC",40.1142,-122.8272,1.3,3.80, 6,"Northern California"
hv,60355896,1,"Tuesday, June  5, 2012 13:17:25 UTC",19.3463,-155.2792,2.0,1.70,11,"Island of Hawaii, Hawaii"
hv,60355881,1,"Tuesday, June  5, 2012 12:58:00 UTC",19.3428,-155.2725,2.8,0.10,32,"Island of Hawaii, Hawaii"
hv,60355871,1,"Tuesday, June  5, 2012 12:52:39 UTC",19.3447,-155.2797,2.0,1.20,18,"Island of Hawaii, Hawaii"
ak,10486795,2,"Tuesday, June  5, 2012 12:48:44 UTC",51.7418,-173.1281,2.5,23.10,15,"Andreanof Islands, Aleutian Islands, Alaska"
hv,60355866,2,"Tuesday, June  5, 2012 12:43:29 UTC",19.3440,-155.2830,3.6,1.00,54,"Island of Hawaii, Hawaii"
hv,60355861,1,"Tuesday, June  5, 2012 12:35:11 UTC",19.7432,-155.7677,2.1,18.70,14,"Island of Hawaii, Hawaii"
nc,71797016,5,"Tuesday, June  5, 2012 12:19:34 UTC",38.8170,-122.8238,1.6,2.90,50,"Northern California"
hv,60355856,1,"Tuesday, June  5, 2012 12:15:24 UTC",19.3447,-155.2800,2.0,1.40,16,"Island of Hawaii, Hawaii"
ak,10486785,1,"Tuesday, June  5, 2012 12:02:45 UTC",61.6779,-150.6931,1.1,60.50, 7,"Southern Alaska"
ak,10486777,1,"Tuesday, June  5, 2012 11:44:35 UTC",59.9720,-141.0999,1.1,11.40,12,"Southeastern Alaska"
pr,12157005,0,"Tuesday, June  5, 2012 11:33:04 UTC",19.0960,-67.4629,2.6,25.80, 3,"Puerto Rico region"
nc,71796996,8,"Tuesday, June  5, 2012 11:32:16 UTC",37.6863,-123.0002,2.8,6.90,112,"offshore Northern California"
hv,60355851,1,"Tuesday, June  5, 2012 11:31:17 UTC",19.3453,-155.2790,1.9,1.10,13,"Island of Hawaii, Hawaii"
pr,12157006,0,"Tuesday, June  5, 2012 11:30:13 UTC",18.5820,-66.8050,2.8,13.40,15,"Puerto Rico region"
hv,60355846,1,"Tuesday, June  5, 2012 11:29:33 UTC",19.3982,-154.9652,1.9,4.80,10,"Hawaii region, Hawaii"
ci,15159537,2,"Tuesday, June  5, 2012 11:20:26 UTC",33.6058,-116.9290,1.6,8.50,39,"Southern California"
ak,10486753,2,"Tuesday, June  5, 2012 11:19:36 UTC",62.4020,-152.6723,4.0,7.20,46,"Central Alaska"
us,b000a7cm,A,"Tuesday, June  5, 2012 11:01:17 UTC",5.4525,94.6497,5.6,36.40,204,"northern Sumatra, Indonesia"
hv,60355836,1,"Tuesday, June  5, 2012 10:57:35 UTC",19.3493,-155.2795,2.3,1.10,13,"Island of Hawaii, Hawaii"
ci,15159529,2,"Tuesday, June  5, 2012 10:56:12 UTC",33.5817,-116.8077,1.1,9.50,28,"Southern California"
ak,10486745,1,"Tuesday, June  5, 2012 10:40:38 UTC",60.4053,-152.6669,2.3,105.90,11,"Southern Alaska"
ci,15159521,2,"Tuesday, June  5, 2012 10:38:22 UTC",32.1083,-115.7390,1.5,10.00,17,"Baja California, Mexico"
ci,15159513,2,"Tuesday, June  5, 2012 10:35:41 UTC",33.5820,-116.8073,1.0,9.90,47,"Southern California"
hv,60355796,1,"Tuesday, June  5, 2012 10:10:42 UTC",19.3637,-155.2110,2.9,3.10,45,"Island of Hawaii, Hawaii"
hv,60355786,1,"Tuesday, June  5, 2012 10:07:49 UTC",19.3862,-155.2627,2.2,26.20,18,"Island of Hawaii, Hawaii"
