Src,Eqid,Version,Datetime,Lat,Lon,Magnitude,Depth,NST,Region
nc,71795301,5,"Sunday, June  3, 2012 01:36:50 UTC",36.1475,-120.1065,1.8,0.70,39,"Central California"
uu,06030117,2,"Sunday, June  3, 2012 01:16:25 UTC",39.7135,-111.2570,1.6,7.80,13,"Utah"
nc,71795296,2,"Sunday, June  3, 2012 01:16:15 UTC",36.9993,-121.4522,1.0,5.60,25,"Northern California"
us,b000a5rm,7,"Sunday, June  3, 2012 01:13:30 UTC",-20.9438,-174.7657,4.7,10.00,73,"Tonga"
nn,00378261,9,"Sunday, June  3, 2012 01:08:55 UTC",38.6048,-115.1086,1.8,4.00, 7,"Nevada"
hv,60354031,1,"Sunday, June  3, 2012 01:07:15 UTC",19.3280,-155.2135,1.8,12.60,12,"Island of Hawaii, Hawaii"
ci,15158489,2,"Sunday, June  3, 2012 00:46:40 UTC",33.9802,-116.9705,1.2,17.10,55,"Southern California"
nc,71795266,3,"Sunday, June  3, 2012 00:42:31 UTC",38.8123,-122.8143,1.9,3.60,60,"Northern California"
us,b000a5qx,5,"Sunday, June  3, 2012 00:33:04 UTC",17.9472,-63.2102,4.1,106.30,39,"Saint Martin region, Leeward Islands"
ci,15158481,2,"Sunday, June  3, 2012 00:16:52 UTC",35.8238,-117.7210,1.0,6.30,19,"Central California"
ak,10488009,2,"Sunday, June  3, 2012 00:13:35 UTC",62.8999,-151.3627,1.1,108.00,12,"Central Alaska"
ak,10485625,3,"Sunday, June  3, 2012 00:07:53 UTC",60.4053,-140.7809,1.7,5.00,27,"Southern Yukon Territory, Canada"
ak,10487360,2,"Saturday, June  2, 2012 23:31:54 UTC",54.8658,-160.4812,1.7,35.10, 6,"Alaska Peninsula"
ak,10485620,2,"Saturday, June  2, 2012 23:22:25 UTC",63.4766,-151.3291,1.1,5.40,10,"Central Alaska"
nc,71795246,3,"Saturday, June  2, 2012 23:07:06 UTC",38.8233,-122.7962,1.0,3.30,45,"Northern California"
ak,10485612,2,"Saturday, June  2, 2012 23:06:00 UTC",63.4912,-151.3293,1.9,6.50,16,"Central Alaska"
ak,10485609,2,"Saturday, June  2, 2012 23:03:59 UTC",63.4971,-151.3530,2.3,7.00,25,"Central Alaska"
ci,15158449,2,"Saturday, June  2, 2012 22:35:38 UTC",33.1937,-116.3883,1.2,14.50,44,"Southern California"
pr,12154006,0,"Saturday, June  2, 2012 22:15:50 UTC",19.2840,-66.4100,3.2,83.60, 8,"Puerto Rico region"
ak,10485599,2,"Saturday, June  2, 2012 21:54:47 UTC",63.1540,-150.7786,1.3,115.30,17,"Central Alaska"
ak,10487353,2,"Saturday, June  2, 2012 21:39:32 UTC",52.3055,-171.2891,2.8,25.40,11,"Fox Islands, Aleutian Islands, Alaska"
ci,15158441,2,"Saturday, June  2, 2012 21:26:53 UTC",32.8013,-116.1393,2.1,9.80,71,"Southern California"
uw,60424101,4,"Saturday, June  2, 2012 21:25:36 UTC",48.6452,-123.1275,2.2,14.10,44,"San Juan Islands region, Washington"
pr,12154005,0,"Saturday, June  2, 2012 21:16:31 UTC",18.3780,-66.4629,2.8,121.60,13,"Puerto Rico"
ak,10485581,2,"Saturday, June  2, 2012 21:01:47 UTC",56.8335,-158.5110,2.0,24.20, 7,"Alaska Peninsula"
uu,06022059,2,"Saturday, June  2, 2012 20:59:26 UTC",44.4487,-110.4132,1.2,3.20, 9,"Yellowstone National Park, Wyoming"
ak,10485579,2,"Saturday, June  2, 2012 20:56:56 UTC",61.2709,-149.3268,1.2,31.40,14,"Southern Alaska"
ci,15158425,2,"Saturday, June  2, 2012 20:47:40 UTC",35.8292,-117.7195,1.2,7.70,36,"Central California"
uu,06022045,2,"Saturday, June  2, 2012 20:45:57 UTC",44.4483,-110.4142,1.2,2.70, 9,"Yellowstone National Park, Wyoming"
ak,10485573,2,"Saturday, June  2, 2012 20:29:02 UTC",58.3196,-155.0137,2.1,1.00,17,"Alaska Peninsula"
ak,10487349,2,"Saturday, June  2, 2012 20:28:39 UTC",52.3313,-169.8218,3.3,3.80,10,"Fox Islands, Aleutian Islands, Alaska"
ak,10487348,3,"Saturday, June  2, 2012 20:28:15 UTC",52.5622,-169.9780,2.7,5.80,13,"Fox Islands, Aleutian Islands, Alaska"
nc,71795221,3,"Saturday, June  2, 2012 20:28:14 UTC",38.8403,-122.8270,1.6,2.60,51,"Northern California"
ci,15158401,2,"Saturday, June  2, 2012 19:59:50 UTC",35.8293,-117.7217,1.0,7.90,26,"Central California"
nc,71795211,4,"Saturday, June  2, 2012 19:55:55 UTC",35.9938,-120.1455,1.6,16.70,43,"Central California"
ci,15158377,2,"Saturday, June  2, 2012 19:31:00 UTC",35.8263,-117.7200,1.0,7.60,34,"Central California"
pr,12154004,0,"Saturday, June  2, 2012 19:28:02 UTC",18.9209,-64.9889,2.7,18.90, 7,"Virgin Islands region"
uu,06021915,2,"Saturday, June  2, 2012 19:15:56 UTC",39.5083,-110.3490,1.3,3.50, 6,"Utah"
ak,10485566,3,"Saturday, June  2, 2012 19:07:28 UTC",65.1349,-149.9727,1.1,14.50,15,"northern Alaska"
ak,10485563,2,"Saturday, June  2, 2012 18:52:40 UTC",54.2651,-162.5197,2.4,19.10,10,"Alaska Peninsula"
ci,15158369,2,"Saturday, June  2, 2012 18:49:00 UTC",33.7000,-116.7540,2.3,18.00,149,"Southern California"
ci,15158353,2,"Saturday, June  2, 2012 18:29:07 UTC",33.3272,-116.8403,1.0,11.10,56,"Southern California"
us,b000a5j2,7,"Saturday, June  2, 2012 18:16:58 UTC",-5.5694,141.3924,4.8,35.80,52,"New Guinea, Papua New Guinea"
ak,10485553,2,"Saturday, June  2, 2012 18:10:57 UTC",59.6773,-153.4009,2.3,120.40,41,"Southern Alaska"
nc,71795186,2,"Saturday, June  2, 2012 18:05:31 UTC",38.8388,-122.8290,2.0,3.00,45,"Northern California"
hv,60353831,1,"Saturday, June  2, 2012 17:46:04 UTC",19.1875,-155.6867,2.0,0.00,34,"Island of Hawaii, Hawaii"
pr,12154003,0,"Saturday, June  2, 2012 17:44:45 UTC",18.7940,-67.4420,2.5,17.80, 8,"Puerto Rico region"
ak,10487342,2,"Saturday, June  2, 2012 17:44:15 UTC",62.4526,-151.6543,1.1,92.40, 6,"Central Alaska"
ak,10485544,2,"Saturday, June  2, 2012 17:37:38 UTC",61.7554,-149.7512,1.1,41.80,14,"Southern Alaska"
ak,10487338,2,"Saturday, June  2, 2012 16:57:37 UTC",63.1339,-150.7975,1.1,124.80,12,"Central Alaska"
ak,10487337,2,"Saturday, June  2, 2012 16:43:10 UTC",52.9606,-167.3794,1.5,50.60,10,"Fox Islands, Aleutian Islands, Alaska"
nc,71795156,2,"Saturday, June  2, 2012 16:25:40 UTC",38.5943,-122.3667,1.5,4.60, 8,"Northern California"
ak,10487336,2,"Saturday, June  2, 2012 16:12:23 UTC",57.3138,-155.3466,2.1,75.30,13,"Alaska Peninsula"
nc,71795151,5,"Saturday, June  2, 2012 16:10:00 UTC",37.9832,-118.7322,1.8,6.40,44,"Central California"
ak,10487335,3,"Saturday, June  2, 2012 15:56:28 UTC",52.0465,-173.9450,1.4,70.90, 9,"Andreanof Islands, Aleutian Islands, Alaska"
ci,15158321,3,"Saturday, June  2, 2012 15:55:38 UTC",32.1130,-115.7332,3.1,12.10,31,"Baja California, Mexico"
uu,06021531,2,"Saturday, June  2, 2012 15:31:53 UTC",44.2428,-110.7738,1.3,1.40,10,"Yellowstone National Park, Wyoming"
ak,10487334,2,"Saturday, June  2, 2012 15:07:18 UTC",52.0475,-173.5027,1.6,56.10, 8,"Andreanof Islands, Aleutian Islands, Alaska"
nc,71795131,3,"Saturday, June  2, 2012 14:55:03 UTC",36.0627,-120.1870,1.5,11.90,35,"Central California"
ak,10485529,2,"Saturday, June  2, 2012 14:48:24 UTC",61.8915,-151.3645,1.4,74.60,20,"Southern Alaska"
nc,71795126,2,"Saturday, June  2, 2012 14:48:05 UTC",38.8002,-122.7697,1.2,0.60,41,"Northern California"
uw,60423956,3,"Saturday, June  2, 2012 14:47:21 UTC",48.6445,-123.1263,2.3,13.00,47,"San Juan Islands region, Washington"
ak,10485523,2,"Saturday, June  2, 2012 14:28:15 UTC",62.1152,-151.1590,1.5,74.20,22,"Central Alaska"
ci,15158297,2,"Saturday, June  2, 2012 14:19:37 UTC",32.0888,-115.7242,2.7,12.10,25,"Baja California, Mexico"
ci,15158289,2,"Saturday, June  2, 2012 13:44:53 UTC",33.9332,-115.9907,2.4,2.80,90,"Southern California"
ak,10485515,2,"Saturday, June  2, 2012 13:24:20 UTC",62.9437,-149.5470,1.2,13.00,19,"Central Alaska"
ak,10485512,2,"Saturday, June  2, 2012 13:21:34 UTC",62.6336,-153.1492,2.0,0.00,21,"Central Alaska"
ci,15158281,2,"Saturday, June  2, 2012 13:13:44 UTC",32.9108,-116.3360,1.0,11.00,37,"Southern California"
ak,10485507,2,"Saturday, June  2, 2012 13:05:28 UTC",63.1708,-150.7791,1.6,129.20,29,"Central Alaska"
ak,10487328,2,"Saturday, June  2, 2012 12:55:48 UTC",54.2832,-162.4939,2.4,7.20,10,"Alaska Peninsula"
ci,15158273,2,"Saturday, June  2, 2012 12:44:46 UTC",34.1703,-116.8955,1.1,13.70,65,"Southern California"
hv,60353776,1,"Saturday, June  2, 2012 12:41:00 UTC",19.3613,-155.0710,1.9,4.50,29,"Island of Hawaii, Hawaii"
ak,10487327,2,"Saturday, June  2, 2012 12:31:24 UTC",60.4837,-147.3536,1.3,8.20, 9,"Southern Alaska"
ak,10485501,2,"Saturday, June  2, 2012 12:10:53 UTC",63.1393,-150.5529,1.2,116.20,13,"Central Alaska"
ak,10485500,2,"Saturday, June  2, 2012 12:09:05 UTC",51.9123,-174.2128,1.7,52.30,10,"Andreanof Islands, Aleutian Islands, Alaska"
nc,71795096,3,"Saturday, June  2, 2012 12:06:19 UTC",37.6333,-118.8755,1.8,9.30,45,"Long Valley area, California"
pr,12154002,0,"Saturday, June  2, 2012 11:45:34 UTC",19.1415,-65.1610,3.3,106.80, 8,"Puerto Rico region"
ak,10487323,2,"Saturday, June  2, 2012 11:43:22 UTC",60.2220,-147.1962,1.4,42.50,18,"Southern Alaska"
ak,10485496,2,"Saturday, June  2, 2012 11:36:07 UTC",62.2915,-148.4238,1.0,33.70,13,"Central Alaska"
nc,71797146,2,"Saturday, June  2, 2012 11:19:59 UTC",41.0145,-121.5867,1.1,5.00,13,"Northern California"
ci,15158249,2,"Saturday, June  2, 2012 11:07:39 UTC",32.6723,-115.9383,1.1,9.40,21,"Southern California"
ak,10487321,2,"Saturday, June  2, 2012 11:02:32 UTC",53.0411,-162.8324,2.5,33.40,10,"south of Alaska"
ak,10485491,2,"Saturday, June  2, 2012 10:48:47 UTC",61.0621,-149.6364,1.1,25.40,11,"Southern Alaska"
nc,71795061,3,"Saturday, June  2, 2012 10:47:02 UTC",40.7610,-124.7288,2.1,3.00,23,"offshore Northern California"
nc,71795051,3,"Saturday, June  2, 2012 10:45:15 UTC",38.8242,-122.7948,1.3,3.20,53,"Northern California"
ak,10487319,3,"Saturday, June  2, 2012 10:38:17 UTC",55.5077,-154.2966,2.8,7.10,12,"south of Alaska"
nc,71795046,2,"Saturday, June  2, 2012 10:25:39 UTC",39.4630,-120.3090,1.3,9.80,16,"Northern California"
ak,10485483,2,"Saturday, June  2, 2012 10:24:14 UTC",62.8214,-148.7414,1.4,0.40,19,"Central Alaska"
ak,10487317,2,"Saturday, June  2, 2012 10:02:29 UTC",61.2135,-150.1393,1.1,43.00,10,"Southern Alaska"
ak,10487316,2,"Saturday, June  2, 2012 09:51:04 UTC",54.6355,-160.0921,2.0,13.20, 7,"Alaska Peninsula"
ci,15158233,2,"Saturday, June  2, 2012 09:30:53 UTC",33.3208,-116.3937,1.1,7.20,62,"Southern California"
ak,10485480,2,"Saturday, June  2, 2012 09:27:13 UTC",53.0937,-162.2072,3.0,41.40,24,"south of Alaska"
ak,10487314,2,"Saturday, June  2, 2012 09:12:34 UTC",62.1720,-149.7407,1.0,7.00,12,"Central Alaska"
ak,10485475,2,"Saturday, June  2, 2012 09:11:12 UTC",63.5047,-146.4303,1.0,3.90,14,"Central Alaska"
us,b000a5cx,A,"Saturday, June  2, 2012 09:02:44 UTC",25.7969,142.5507,4.3,79.10,38,"Volcano Islands, Japan region"
ci,15158193,2,"Saturday, June  2, 2012 08:40:06 UTC",34.4198,-116.4842,1.7,8.60,63,"Southern California"
nn,00378182,9,"Saturday, June  2, 2012 08:36:16 UTC",39.5932,-119.8540,1.5,5.70,23,"Nevada"
nc,71795001,3,"Saturday, June  2, 2012 08:32:04 UTC",38.7565,-122.7210,2.2,1.90,67,"Northern California"
ak,10485443,2,"Saturday, June  2, 2012 07:54:20 UTC",63.2558,-145.1469,1.2,5.80,17,"Central Alaska"
us,b000a5a0,E,"Saturday, June  2, 2012 07:52:53 UTC",-22.1092,-63.6247,6.0,519.60,592,"Salta, Argentina"
us,b000a5a5,5,"Saturday, June  2, 2012 07:50:18 UTC",2.4297,90.5216,4.4,14.30,15,"off the west coast of northern Sumatra"
ak,10485439,2,"Saturday, June  2, 2012 07:47:03 UTC",63.3099,-145.2127,1.0,6.00,13,"Central Alaska"
nn,00378178,9,"Saturday, June  2, 2012 07:43:32 UTC",39.5896,-119.8626,1.0,5.80,11,"Nevada"
ak,10487307,2,"Saturday, June  2, 2012 07:37:25 UTC",58.5843,-153.4828,1.4,74.90,10,"Kodiak Island region, Alaska"
us,b000a59n,9,"Saturday, June  2, 2012 07:31:08 UTC",-22.1329,-63.6545,4.4,513.90,301,"Salta, Argentina"
ak,10487306,2,"Saturday, June  2, 2012 07:27:00 UTC",62.9236,-151.3571,1.2,110.30,13,"Central Alaska"
ak,10485431,2,"Saturday, June  2, 2012 07:24:37 UTC",63.2913,-145.2064,1.2,5.10,16,"Central Alaska"
ci,15158169,2,"Saturday, June  2, 2012 06:55:14 UTC",32.6313,-115.5862,1.7,1.50, 6,"Baja California, Mexico"
ak,10485415,2,"Saturday, June  2, 2012 06:49:07 UTC",62.1532,-149.8741,2.2,50.50,38,"Central Alaska"
ak,10485417,2,"Saturday, June  2, 2012 06:48:54 UTC",65.0311,-147.5623,1.5,16.10,11,"northern Alaska"
uu,06020647,2,"Saturday, June  2, 2012 06:46:20 UTC",38.1245,-112.4727,1.2,7.30, 9,"Utah"
ak,10485413,4,"Saturday, June  2, 2012 06:43:56 UTC",54.6297,-154.0382,3.0,10.00,35,"south of Alaska"
ci,15158161,2,"Saturday, June  2, 2012 06:39:07 UTC",33.9885,-116.2682,1.6,7.60,75,"Southern California"
ak,10485406,2,"Saturday, June  2, 2012 06:25:34 UTC",63.0718,-151.5229,1.0,4.90,14,"Central Alaska"
ci,15158153,2,"Saturday, June  2, 2012 06:25:32 UTC",34.8410,-118.9698,1.4,16.00,38,"Central California"
us,b000a58k,5,"Saturday, June  2, 2012 06:18:23 UTC",-27.7430,-66.6979,4.5,146.30,138,"Catamarca, Argentina"
ak,10487297,2,"Saturday, June  2, 2012 05:40:54 UTC",62.2656,-151.1273,1.1,78.10,13,"Central Alaska"
uu,06020538,2,"Saturday, June  2, 2012 05:38:18 UTC",39.4155,-111.0882,2.1,2.70,22,"Utah"
ak,10485399,2,"Saturday, June  2, 2012 05:14:53 UTC",50.2029,-179.4597,2.8,17.20,16,"Andreanof Islands, Aleutian Islands, Alaska"
se,060212a,A,"Saturday, June  2, 2012 05:05:27 UTC",34.9666,-84.8893,1.6,13.60, 9,"Georgia, USA"
us,b000a57x,5,"Saturday, June  2, 2012 05:01:02 UTC",-49.2650,120.5439,4.7,9.80,94,"western Indian-Antarctic Ridge"
ak,10485397,2,"Saturday, June  2, 2012 04:38:40 UTC",61.7336,-149.9735,1.3,39.50,18,"Southern Alaska"
uu,06020419,2,"Saturday, June  2, 2012 04:19:38 UTC",44.8318,-111.4650,1.0,10.60,15,"western Montana"
ak,10485395,2,"Saturday, June  2, 2012 04:14:22 UTC",61.0476,-151.2001,1.4,55.40,17,"Southern Alaska"
nc,71794941,3,"Saturday, June  2, 2012 04:11:12 UTC",38.8418,-122.8403,1.0,2.60,56,"Northern California"
ak,10487289,2,"Saturday, June  2, 2012 04:02:55 UTC",62.9065,-150.9145,1.0,103.20, 9,"Central Alaska"
ci,15158145,2,"Saturday, June  2, 2012 03:45:10 UTC",32.3148,-115.4308,2.1,10.00,19,"Baja California, Mexico"
ak,10485382,2,"Saturday, June  2, 2012 03:26:45 UTC",63.3248,-151.4152,1.3,3.10,15,"Central Alaska"
ak,10485377,2,"Saturday, June  2, 2012 03:16:37 UTC",59.5358,-152.5138,2.1,74.20,30,"Southern Alaska"
ak,10485375,2,"Saturday, June  2, 2012 03:03:05 UTC",59.4390,-152.7584,1.9,77.00,27,"Southern Alaska"
pr,12154001,0,"Saturday, June  2, 2012 02:58:05 UTC",17.9909,-65.4250,2.2,19.90, 3,"Puerto Rico region"
ak,10485369,2,"Saturday, June  2, 2012 02:57:18 UTC",62.0647,-148.4668,1.5,30.20,22,"Central Alaska"
uw,60423881,2,"Saturday, June  2, 2012 02:48:52 UTC",47.9563,-122.4090,1.0,27.20,25,"Puget Sound region, Washington"
ak,10485365,2,"Saturday, June  2, 2012 02:40:41 UTC",61.3358,-147.4028,1.1,5.90,15,"Southern Alaska"
us,b000a574,5,"Saturday, June  2, 2012 02:40:23 UTC",-0.8006,138.9435,4.5,13.70,20,"Papua region, Indonesia"
ci,15158137,2,"Saturday, June  2, 2012 02:39:34 UTC",33.7948,-116.7022,2.1,19.60,109,"Southern California"
ak,10485360,2,"Saturday, June  2, 2012 02:26:20 UTC",63.3101,-151.4082,1.0,5.80,15,"Central Alaska"
ak,10485354,2,"Saturday, June  2, 2012 02:22:44 UTC",61.0529,-146.3875,1.5,11.70,26,"Southern Alaska"
ak,10485348,3,"Saturday, June  2, 2012 02:17:35 UTC",57.6585,-154.7529,3.0,55.60,59,"Kodiak Island region, Alaska"
ci,15158129,2,"Saturday, June  2, 2012 01:57:04 UTC",33.3572,-116.3778,1.1,11.60,47,"Southern California"
ci,15158121,2,"Saturday, June  2, 2012 01:56:46 UTC",33.3548,-116.3772,1.1,12.60,56,"Southern California"
ak,10485338,2,"Saturday, June  2, 2012 01:49:45 UTC",63.1888,-151.3486,1.1,9.50,10,"Central Alaska"
ak,10485331,2,"Saturday, June  2, 2012 01:31:56 UTC",61.1191,-150.3377,1.5,47.00,25,"Southern Alaska"
ci,15158105,2,"Saturday, June  2, 2012 01:21:37 UTC",33.4487,-116.3905,1.0,11.30,52,"Southern California"
ak,10485327,2,"Saturday, June  2, 2012 01:18:33 UTC",62.7213,-150.4012,1.0,77.40,20,"Central Alaska"
nc,71794886,6,"Saturday, June  2, 2012 01:04:06 UTC",38.6848,-123.1552,1.5,0.00,12,"Northern California"
ak,10487270,2,"Saturday, June  2, 2012 01:03:50 UTC",61.9322,-151.6872,1.1,84.00,12,"Southern Alaska"
ak,10485312,3,"Saturday, June  2, 2012 00:44:54 UTC",51.4933,-175.4599,2.4,18.10,12,"Andreanof Islands, Aleutian Islands, Alaska"
ci,15158081,2,"Saturday, June  2, 2012 00:36:00 UTC",33.0048,-116.3820,1.2,10.30,40,"Southern California"
us,b000a54s,7,"Saturday, June  2, 2012 00:32:20 UTC",43.1164,46.2151,4.5,71.40,104,"Caucasus region, Russia"
uu,06020030,2,"Saturday, June  2, 2012 00:30:50 UTC",39.7108,-111.2688,1.5,5.40,12,"Utah"
ci,15158065,2,"Saturday, June  2, 2012 00:27:48 UTC",33.4455,-116.3942,1.7,12.30,100,"Southern California"
ak,10485289,3,"Saturday, June  2, 2012 00:18:43 UTC",63.0809,-147.3725,2.8,5.40,53,"Central Alaska"
pr,12154000,0,"Saturday, June  2, 2012 00:10:49 UTC",18.9029,-64.3389,2.4,34.10, 5,"Virgin Islands region"
uu,06012326,2,"Friday, June  1, 2012 23:26:30 UTC",39.7018,-111.2660,1.7,0.30,12,"Utah"
ak,10485266,2,"Friday, June  1, 2012 23:07:10 UTC",61.8172,-150.8342,1.4,53.20,20,"Southern Alaska"
uw,60423851,1,"Friday, June  1, 2012 23:06:19 UTC",49.3843,-120.5058,2.7,0.00,10,"British Columbia, Canada"
nc,71794826,5,"Friday, June  1, 2012 21:57:34 UTC",37.3693,-118.6175,1.9,17.10,38,"Central California"
ci,15158017,3,"Friday, June  1, 2012 21:38:17 UTC",32.6422,-115.6968,1.6,10.30,17,"Baja California, Mexico"
ak,10486464,2,"Friday, June  1, 2012 21:29:30 UTC",54.2929,-162.5255,2.0,7.60, 8,"Alaska Peninsula"
nc,71794816,2,"Friday, June  1, 2012 21:16:36 UTC",37.3277,-122.1085,1.4,0.00,22,"San Francisco Bay area, California"
ci,15158009,2,"Friday, June  1, 2012 21:15:52 UTC",33.9717,-116.8637,1.2,17.70,18,"Southern California"
ak,10485239,2,"Friday, June  1, 2012 20:49:50 UTC",61.7965,-147.8695,1.5,34.10,21,"Southern Alaska"
ci,15157993,2,"Friday, June  1, 2012 20:40:09 UTC",36.0297,-117.7728,1.0,2.30,27,"Central California"
ci,15157985,4,"Friday, June  1, 2012 20:40:03 UTC",33.7063,-117.3508,1.7,0.00,56,"Southern California"
ci,15157969,2,"Friday, June  1, 2012 20:35:14 UTC",32.6077,-116.9775,1.5,0.00,35,"San Diego County urban area, California"
ak,10485229,2,"Friday, June  1, 2012 20:33:52 UTC",61.9485,-149.3998,1.3,35.10,18,"Southern Alaska"
pr,12153001,0,"Friday, June  1, 2012 20:24:34 UTC",18.2000,-67.3440,2.3,7.80,10,"Mona Passage, Puerto Rico"
ci,15157945,2,"Friday, June  1, 2012 20:13:12 UTC",34.9462,-116.7245,1.4,5.60,12,"Southern California"
ak,10485223,3,"Friday, June  1, 2012 19:58:07 UTC",61.2201,-146.9138,1.4,0.00,11,"Southern Alaska"
ak,10485221,3,"Friday, June  1, 2012 19:49:29 UTC",61.1816,-146.9265,1.6,0.00, 9,"Southern Alaska"
ak,10485213,2,"Friday, June  1, 2012 19:37:33 UTC",62.3822,-151.4642,2.2,86.10,40,"Central Alaska"
nc,71794791,2,"Friday, June  1, 2012 19:36:56 UTC",39.7070,-120.3452,1.6,14.70,19,"Northern California"
